lbp_2_0,lbp_2_1,lbp_2_2,lbp_2_3,lbp_2_4,lbp_2_5,lbp_2_6,lbp_2_7,lbp_2_8,lbp_2_9,lbp_2_10,lbp_2_11,lbp_2_12,lbp_2_13,lbp_2_14,lbp_2_15,lbp_2_16,lbp_2_17,lbp_3_0,lbp_3_1,lbp_3_2,lbp_3_3,lbp_3_4,lbp_3_5,lbp_3_6,lbp_3_7,lbp_3_8,lbp_3_9,lbp_3_10,lbp_3_11,lbp_3_12,lbp_3_13,lbp_3_14,lbp_3_15,lbp_3_16,lbp_3_17,lbp_3_18,lbp_3_19,lbp_3_20,lbp_3_21,lbp_3_22,lbp_3_23,lbp_3_24,lbp_3_25,label
0.035943077901119856,0.015758716807667855,0.023839796567069294,0.029414641302753192,0.03179862095946012,0.03743459337864932,0.04624920534011443,0.06222798180840139,0.08447845860433273,0.06796175852119908,0.0492811384419776,0.03989192625556262,0.03439043474008509,0.029011198591618173,0.02256834075015893,0.01456061421096386,0.23125825223727323,0.14393124358159323,0.03646877597926549,0.011516455572399628,0.015220793192821165,0.016773436353855933,0.015783167881069978,0.015086312289109493,0.01486625262849039,0.01725023228519732,0.018888454203139518,0.02306958775490244,0.03023375226172429,0.04330285099515869,0.057924592889627854,0.04371851924299477,0.03211648491368771,0.024927869333463738,0.020282165387060493,0.017176879064990953,0.01456061421096386,0.01518411658271798,0.015966550931585898,0.016076580761895446,0.014267201330138393,0.01029390190229351,0.22561005428138295,0.2334343977700621,flavigenum
0.017971894640209023,0.009621495657086363,0.0117046818727491,0.017053880375679682,0.02053174210860815,0.03144198856012993,0.04801920768307323,0.1046536261563449,0.16940894004660687,0.10610126403502577,0.053085940258456324,0.039315726290516204,0.02582797825012358,0.02265023656521432,0.017901278158322154,0.01085728409010663,0.19793799872890333,0.09591483652284444,0.018783984181908058,0.007838429489442836,0.007273497634347857,0.009144834404349975,0.0098509992232187,0.011881223077466281,0.01438810818445025,0.016718452086717038,0.0234093637454982,0.02944707294682579,0.041646070192783,0.0852517477579267,0.13117011510486548,0.0730527505119695,0.039810041663724316,0.02868794576654191,0.020161005578702068,0.01827201468822823,0.014405762304921969,0.014441070545865405,0.013858484570298708,0.013787868088411835,0.009762728620860108,0.006532024574535697,0.18603912153096533,0.15438528352517478,neoechinulatum
0.05117447587930992,0.018409197792133857,0.02796341674711022,0.0327838419841093,0.03146580530184896,0.03291378926264201,0.03796935719412886,0.04983787530011633,0.061774461028192375,0.051186851810598746,0.03914507066656766,0.03497438182223212,0.03314893195712977,0.03417613425410262,0.030908888393851638,0.018780475730798742,0.23842850424494444,0.17495854063018243,0.05555555555555555,0.015550357664414247,0.02125566198856464,0.020698745080567314,0.01735724363258335,0.013564020692557115,0.01214697655998614,0.012679141605405807,0.013891982871711096,0.015364718695081804,0.017969852231380413,0.025296403554367467,0.03384817207494864,0.02641023737036212,0.01990049751243781,0.016905522140541075,0.015160515828816118,0.013483577139179723,0.012017029281453429,0.013681592039800995,0.017542882601915794,0.02199821786589441,0.021397985198386177,0.01451077943615257,0.23856463948912154,0.2932476918888146,venetum
0.03955585640667307,0.014515459865490436,0.02438531749497773,0.03054306052930387,0.03214254520045419,0.03792907677526421,0.043731985326229364,0.05432788889859377,0.06533321687483623,0.055648964975107,0.04434339243602061,0.04001441173901651,0.03539064547122019,0.03191326753428247,0.024620054153201152,0.014782950476024107,0.2677308061839462,0.1430910996593589,0.04479648877631234,0.012157175299152764,0.01663900777360468,0.018920866451218446,0.017932788889859375,0.016562581884880776,0.016300550266398813,0.016524368940518824,0.0179491658660145,0.019914403004629225,0.02210345881736396,0.027802646519346667,0.034042274434448426,0.029156476548170145,0.022862258712551313,0.020116385710542407,0.018282164381168663,0.017932788889859375,0.016338763210760766,0.01572189710891781,0.01781269106472181,0.018926325443270154,0.017288627827757884,0.01090706611931173,0.2681238536116691,0.24488492444755,hirsutum
0.03948576675849403,0.015711088154269973,0.02363119834710744,0.026672979797979796,0.026012970615243342,0.02931301652892562,0.039213154269972454,0.0757432277318641,0.1205377640036731,0.07802456382001836,0.04116448576675849,0.03420569329660239,0.02896866391184573,0.028337350780532598,0.02404729109274564,0.01493629476584022,0.20803202479338842,0.1459624655647383,0.04116448576675849,0.012296258034894399,0.018064164370982554,0.017404155188246097,0.01459194214876033,0.01236799816345271,0.011564508723599633,0.012210169880624426,0.014290633608815427,0.017117194674012855,0.027820821854912765,0.05749253902662994,0.0853133608815427,0.05442206152433425,0.026472107438016527,0.01901113406795225,0.014462809917355372,0.01486455463728191,0.012812786960514234,0.013429752066115703,0.014907598714416897,0.017231978879706154,0.01700241046831956,0.010545798898071626,0.20329717630853994,0.23984159779614325,freii
0.040577489333573705,0.01627005588606454,0.02378162370049877,0.02638062616429301,0.025749654467880537,0.03090258998858242,0.037738116699717564,0.07102938525329007,0.13489273481160988,0.0721110510185686,0.03999158704404784,0.03287062075596418,0.02801814794783967,0.029760831680788413,0.02522384472087014,0.014527372153115798,0.20709392464395168,0.1430803437293432,0.042004687218316204,0.012514271978847425,0.016720749954930593,0.016044708851631513,0.014617510966889008,0.012153716723754582,0.011252328586022474,0.014031608677363139,0.016360194699837752,0.018959197163631994,0.025359052941529955,0.05041764317048254,0.0998738056607175,0.048344450453698694,0.024788173787632956,0.01703623580313683,0.014452256474971456,0.013145243675259901,0.012093624181239108,0.014001562406105403,0.016224986479177934,0.017306652244456464,0.01655549546301304,0.010365963583919236,0.20341325641487892,0.24196262243855537,entromorphobium
0.0488399762046401,0.01902439024390244,0.028828078524687686,0.032355740630577036,0.03189767995240928,0.03366448542534206,0.03864366448542534,0.05155859607376562,0.06149910767400357,0.05132064247471743,0.03932183224271267,0.033236168947055326,0.03151100535395598,0.0335871505056514,0.030809042236763833,0.020083283759666865,0.24242117787031528,0.1713979773944081,0.05588340273646639,0.014651992861392028,0.02105294467578822,0.021094586555621655,0.016876859012492564,0.014544913741820344,0.012450922070196312,0.01274241522903034,0.013545508625817965,0.015234979179060084,0.017590719809637122,0.025199286139202855,0.033920285544318855,0.025550267697798928,0.019904818560380726,0.016508030933967875,0.014574657941701367,0.013194527067221892,0.012093991671624033,0.013676383105294468,0.016930398572278405,0.02189767995240928,0.021826293872694826,0.015121951219512195,0.24290898274836406,0.2910232004759072,venetum
0.037060546875,0.016015625,0.02404296875,0.030029296875,0.033564453125,0.039248046875,0.0459765625,0.060078125,0.077841796875,0.06603515625,0.051435546875,0.04341796875,0.0341796875,0.03130859375,0.02458984375,0.015107421875,0.224365234375,0.145703125,0.036904296875,0.01091796875,0.016181640625,0.016640625,0.0158984375,0.01564453125,0.0164453125,0.017353515625,0.02076171875,0.024501953125,0.02833984375,0.03955078125,0.05169921875,0.04076171875,0.032861328125,0.02771484375,0.023076171875,0.019990234375,0.01625,0.01470703125,0.015107421875,0.016123046875,0.014814453125,0.010263671875,0.21927734375,0.238212890625,flavigenum
0.04708523220486111,0.019259982638888888,0.028516981336805556,0.031026204427083332,0.027655707465277776,0.030598958333333332,0.03579372829861111,0.05201551649305555,0.06778971354166667,0.05485704210069445,0.038920084635416664,0.032511393229166664,0.029595269097222224,0.03211805555555555,0.029398600260416668,0.0191650390625,0.24848768446180555,0.1752048068576389,0.051459418402777776,0.015462239583333334,0.020928276909722224,0.020338270399305556,0.014614529079861112,0.011223687065972222,0.011040581597222222,0.011420355902777778,0.013420952690972222,0.015150282118055556,0.019327799479166668,0.030225965711805556,0.04029676649305555,0.029303656684027776,0.021436903211805556,0.017144097222222224,0.013414171006944444,0.011773003472222222,0.011027018229166666,0.011928982204861112,0.015082465277777778,0.019612630208333332,0.0213623046875,0.014112684461805556,0.2480400933159722,0.2908528645833333,polonicum
0.02580054012345679,0.011654449588477367,0.017548653978052126,0.024225180041152265,0.026598936899862827,0.036785193758573385,0.049088005829903976,0.07017318244170095,0.08428176440329219,0.07570837620027435,0.05603780864197531,0.04293659979423868,0.03181798696844993,0.02682934670781893,0.019708076131687242,0.010523834019204389,0.27744020061728397,0.11284186385459534,0.028560099451303157,0.007930384087791495,0.011595507544581619,0.01416752400548697,0.014831961591220851,0.01505701303155007,0.015196330589849108,0.018020190329218106,0.021535279492455418,0.0268025548696845,0.033618398491083674,0.04386895576131687,0.05203510802469136,0.04630701303155007,0.03641010802469136,0.029583547668038408,0.024305555555555556,0.020410022290809328,0.01649841392318244,0.016064386145404664,0.014955204046639232,0.014001414609053497,0.011729466735253772,0.007292738340192044,0.27349108367626884,0.18573173868312756,harmonense
