mean_kernel_sigma3_theta0.0_lambd1_gamma0.05_phi0.0,std_kernel_sigma3_theta0.0_lambd1_gamma0.05_phi0.0,mean_kernel_sigma3_theta0.0_lambd3_gamma0.05_phi0.0,std_kernel_sigma3_theta0.0_lambd3_gamma0.05_phi0.0,mean_kernel_sigma3_theta20.0_lambd1_gamma0.05_phi0.0,std_kernel_sigma3_theta20.0_lambd1_gamma0.05_phi0.0,mean_kernel_sigma3_theta20.0_lambd3_gamma0.05_phi0.0,std_kernel_sigma3_theta20.0_lambd3_gamma0.05_phi0.0,mean_kernel_sigma3_theta40.0_lambd1_gamma0.05_phi0.0,std_kernel_sigma3_theta40.0_lambd1_gamma0.05_phi0.0,mean_kernel_sigma3_theta40.0_lambd3_gamma0.05_phi0.0,std_kernel_sigma3_theta40.0_lambd3_gamma0.05_phi0.0,mean_kernel_sigma3_theta60.0_lambd1_gamma0.05_phi0.0,std_kernel_sigma3_theta60.0_lambd1_gamma0.05_phi0.0,mean_kernel_sigma3_theta60.0_lambd3_gamma0.05_phi0.0,std_kernel_sigma3_theta60.0_lambd3_gamma0.05_phi0.0,mean_kernel_sigma3_theta80.0_lambd1_gamma0.05_phi0.0,std_kernel_sigma3_theta80.0_lambd1_gamma0.05_phi0.0,mean_kernel_sigma3_theta80.0_lambd3_gamma0.05_phi0.0,std_kernel_sigma3_theta80.0_lambd3_gamma0.05_phi0.0,mean_kernel_sigma3_theta100.0_lambd1_gamma0.05_phi0.0,std_kernel_sigma3_theta100.0_lambd1_gamma0.05_phi0.0,mean_kernel_sigma3_theta100.0_lambd3_gamma0.05_phi0.0,std_kernel_sigma3_theta100.0_lambd3_gamma0.05_phi0.0,mean_kernel_sigma3_theta120.0_lambd1_gamma0.05_phi0.0,std_kernel_sigma3_theta120.0_lambd1_gamma0.05_phi0.0,mean_kernel_sigma3_theta120.0_lambd3_gamma0.05_phi0.0,std_kernel_sigma3_theta120.0_lambd3_gamma0.05_phi0.0,mean_kernel_sigma3_theta140.0_lambd1_gamma0.05_phi0.0,std_kernel_sigma3_theta140.0_lambd1_gamma0.05_phi0.0,mean_kernel_sigma3_theta140.0_lambd3_gamma0.05_phi0.0,std_kernel_sigma3_theta140.0_lambd3_gamma0.05_phi0.0,mean_kernel_sigma3_theta160.0_lambd1_gamma0.05_phi0.0,std_kernel_sigma3_theta160.0_lambd1_gamma0.05_phi0.0,mean_kernel_sigma3_theta160.0_lambd3_gamma0.05_phi0.0,std_kernel_sigma3_theta160.0_lambd3_gamma0.05_phi0.0,label
107.61288644470868,80.91911290507956,77.85807446492271,69.38762938343432,122.51213213436384,87.29227850219637,87.16256688466112,70.61011183079319,141.06866825208087,70.49280020250677,77.96239595719382,73.20242033208874,157.91154503567182,78.75582923260502,101.84527348394768,72.4292244741143,117.87280766944114,83.09702132570688,117.32505945303213,71.1204300883207,117.2217598097503,82.99057104118845,119.55345199167658,71.30762686923246,158.2460798156956,78.56243560704738,102.06779503567182,74.33445629708312,141.4180662901308,70.68668789403294,82.89103373959571,75.81458005108244,123.44717969678952,86.11067753490806,89.47997175980976,71.93967149562286,flavigenum
107.02018104036208,80.94879713832653,76.36198772397545,62.92486272711653,115.88957777915556,82.1967528407898,89.752061504123,67.88908454590333,126.3745117490235,70.59851664540459,73.70658441316883,66.30545887250418,151.7985770971542,75.59434491683434,114.46938743877487,81.35428789199305,117.16643933287868,83.11813977258029,108.41202182404363,80.2864693593532,116.72355694711388,82.99852194106013,109.33650567301136,81.4932201624673,151.48180296360593,75.723177372372,114.64109678219356,82.77532779607492,126.23625147250294,71.08177637475892,74.10488870977741,66.73495584016841,117.52033604067208,81.62296125822614,91.24387748775496,69.15258710309055,neoechinulatum
108.23528015194682,80.73658883275704,67.0021002264592,69.76014168514715,116.95945649791804,83.22392511016687,84.56364599313318,77.61001386550952,152.88854189495214,79.44976887892052,84.24225655635912,83.29823274211789,145.23876835415297,90.4033686009352,123.04176711227991,80.29004595835742,118.75487617795312,84.42148204487678,97.81614800204544,73.98180009703398,118.53205128205128,84.1796165636456,98.17926802542188,74.33024352909699,145.2108992621813,90.08154260638187,123.41122434071151,81.21964173896792,152.85667324128863,79.53242453356897,86.61143984220907,83.47205974292652,118.14277887354812,83.21686730506232,85.86328438892541,78.4228749667223,venetum
103.96142402790602,82.55957460230672,69.87539755822304,46.444325530634345,121.24845251530384,87.00156633728662,85.55487158441913,53.8663489964391,113.67264286447111,63.4015949449772,60.43166273383263,44.37160628652544,142.30655586334257,72.38697748581951,99.61784822680482,93.23983460475571,110.16546971717794,84.13170894746786,141.6612889436066,92.48706119336408,110.36318867343796,84.17864709614783,140.440468862214,92.41213912792054,143.27064737868062,72.0544326929554,99.54730515372252,93.06448261643952,113.75675421497212,63.52517170664848,60.96477548647447,45.75305745671686,120.35303170206215,86.47975839273883,85.77164768646763,54.13039033838495,hirsutum
105.88267341638752,81.83404652972612,59.90223568820806,52.26285003245616,95.34034965561368,80.81664043261011,71.69998870864542,57.35060420651923,136.58756445481578,74.34893150993932,55.922964733335846,54.3636705410758,158.59839474575634,78.66578502153848,118.4241691444917,79.76039855517365,112.4641311302646,83.59088050175521,99.66077947984492,75.84160516327577,112.29756483119424,83.40322810792222,98.6163385900862,75.3365986464472,157.85363581617673,78.97943730993799,119.24077872708796,79.48523623125199,136.43674018593097,74.58213663000693,59.25210771952276,58.61544484263666,96.20119311980127,80.78541491682428,73.02594188716174,59.106798137925225,echinulatum
106.91879091450107,82.02490885995277,67.50340954175759,55.43998989848535,122.2586292402301,86.39471312807547,80.63856377702837,60.412389309045885,131.23501041460028,70.35153343048411,65.00047113667922,60.26515996683671,152.52489585399724,77.24431365080999,110.9966276532434,80.61726436294171,114.51766762547112,83.70443322628265,112.20398978377308,79.88356176486573,114.34147490577269,83.75248363424572,112.33057677048204,80.12092322990956,152.56789327514383,77.13148334999397,111.5031987700853,81.3098958402923,131.1552643324737,70.69421789489319,69.52979319579448,64.63411687154097,120.20159690537592,86.41548392137709,82.05099434635984,62.15887179591543,freii
105.98283265306122,81.98112987939729,80.85113469387755,49.45381711127803,120.30671020408164,80.3317235876649,98.53895510204082,57.32002799223529,101.66141224489796,59.63837152649371,69.46568163265306,46.507962252305866,134.56084081632653,67.79916859121779,133.65225306122449,100.24216634172916,110.35271020408165,83.84450318225569,105.71539591836736,101.66089608277832,110.3386693877551,83.74375788486238,101.8354693877551,100.20259595339874,134.71891428571428,68.0341586699157,133.44155918367346,99.43782841235456,101.46813061224488,59.57956248559381,69.2501224489796,46.72348203477984,118.82236734693878,79.8519937370597,98.42870204081632,57.397682260226446,entromorphobium
108.04649633290816,81.03301463218907,73.29095583545919,73.15096828387786,115.99495774872447,83.54061881095191,88.9710618622449,79.02969947350456,150.5146484375,78.7491032445852,87.61224489795919,83.43237795712363,141.76024394132654,89.44414133489639,120.1164700255102,78.32665471441388,118.61674904336736,84.10580807300055,100.93889508928572,73.38876051038818,119.31166294642856,84.18747327474793,102.5280612244898,73.42911921482252,143.70326450892858,88.97926549485389,119.52511160714286,79.54362441312996,149.7448580994898,78.83687451738099,89.13241390306122,83.32863395787379,115.98124601403062,83.99115985912215,89.54057716836735,78.64627920403365,venetum
109.163988657845,81.24972012729383,81.71703213610586,68.26368662894475,122.3635349716446,80.27740371629092,91.9191493383743,70.01965578771343,132.82092627599243,66.58538566964437,82.4919470699433,72.9768429968662,151.03625708884687,76.40183125841297,93.7885066162571,72.54238182543912,118.09122873345936,83.72685468400569,131.43625708884687,73.09127629410116,117.55920604914934,83.66155370519814,131.53277882797732,72.65461502436446,151.2835538752363,76.2361623617177,95.80372400756144,74.22844407986335,132.9683742911153,66.82022153125216,86.50427221172022,75.03789641622694,123.18767485822306,79.57882477654955,96.3105482041588,73.14006377104775,flavigenum
100.06224574704142,83.55334049593618,55.44402967825444,47.53314277211467,98.41622365014793,89.60010449138105,65.11688124075444,51.59082156810248,129.67210036057693,76.59573440670458,47.80581430288461,45.507120899851046,150.7276488535503,83.54250456521113,101.74131495007396,81.25027190606421,106.69708649223372,86.06202402247492,108.12309888128698,81.61397327193195,106.59725753513314,85.9686033365054,106.96684888128698,81.17813954981041,150.87706869452663,83.50347887337105,101.9304618158284,81.56381332604317,129.5529366216716,76.79936442545234,49.17971639238166,47.9542922577737,99.304722170858,89.91000636999522,65.5036866678994,52.38806129416033,harmonense
