r_mean_center,r_std_center,g_mean_center,g_std_center,b_mean_center,b_std_center,dominant_gray_bin_center,r_mean_middle,r_std_middle,g_mean_middle,g_std_middle,b_mean_middle,b_std_middle,dominant_gray_bin_middle,r_mean_border,r_std_border,g_mean_border,g_std_border,b_mean_border,b_std_border,dominant_gray_bin_border,label
9.539647415521541,35.95385101352744,9.905777788644922,37.25136276618354,9.830590737933395,37.00389106738609,0,65.89187735341582,78.1828322366108,66.53618758863514,78.61347786608667,62.67366374883857,74.44701858567075,0,47.00868013105775,81.7121497685252,44.7235072619688,77.60372112789311,42.946928945180694,75.05098993845095,0,flavigenum
15.65113692535838,58.14759987458088,16.251394675517265,60.25721561853421,16.341713155850577,60.566343525770804,0,99.70540569168844,114.62987393857408,103.1854565355554,118.42228504734665,103.29976696560978,118.5185485563529,0,55.72064119765553,93.7968540193382,53.224260292352234,90.63554546217055,49.338729609490855,87.84346028703324,0,neoechinulatum
6.862831365560258,25.69968992845723,8.351191802183115,31.00137514114216,7.322807603772183,27.33094721323714,0,66.74645429568575,82.72785208186063,73.0461312838791,89.29702526207006,68.29825375609515,85.8305439621834,0,48.85686616667904,83.43130292893399,47.44635652582857,80.57251907880384,45.37882725675107,77.45083659667317,0,venetum
7.221847977989344,27.396806251708437,9.117799589483798,34.56412588772596,8.543120578216438,32.822577546704274,0,57.10106231985326,68.41145211014062,64.47818586776138,77.32558627266427,60.7370458118613,74.52645078020146,0,36.58306948205083,68.63014154869475,33.870954886889685,63.85660660581574,27.576349462835182,54.78976526792621,0,hirsutum
8.682736455463727,32.58162444271058,9.440125688705233,35.307993649155875,8.51631370523416,31.973491680963516,0,74.06882747933884,88.9312822848232,75.94960973370064,90.68265099148853,71.02502295684114,86.40096235853595,0,54.73229453627181,90.90532387645844,49.152304292929294,82.39489212995588,40.90752697428834,73.33980795391354,0,freii
11.433627786791659,42.86590398593778,11.79353704705246,44.18344742453723,11.424088095667328,42.82678924955313,0,73.56799471185626,85.95504839839097,76.61955411333453,89.34725126182033,74.11166696712938,86.59819105846064,0,57.1243765398714,95.06492672562636,53.30469923682471,89.51442718174835,50.61255333213148,86.67967651294173,0,entromorphobium
6.9313265913146935,26.264310139767485,8.379845330160618,31.403989269374012,7.344955383700179,27.709306016774377,0,67.20210588935157,82.09094185351054,73.89526472337894,89.32804777422244,69.69979179060083,86.69324413224415,0,48.84441998810232,83.71316335396392,46.85223676383105,80.15116157245025,44.041368233194525,75.91488291951158,0,venetum
9.657890625,35.41636925454697,10.384541015625,38.01662323084822,10.05068359375,36.818492582152636,0,60.477939453125,72.03134776056427,62.730654296875,74.12506403979593,58.608408203125,69.51640182478921,0,46.443837890625,80.3626762648083,44.07685546875,76.08002039555488,43.01779296875,74.43084875181478,0,flavigenum
7.786390516493055,29.03569128854111,9.050184461805555,33.61473026977044,8.656595865885416,32.21234924829037,0,60.6832275390625,72.14591293016353,65.71651204427083,77.4512365856081,60.46460639105903,71.56692435379718,0,51.36438666449653,89.68289851222106,49.18653021918403,85.83873493209077,47.482666015625,83.50402366255022,0,polonicum
12.672051826131687,46.69427492916108,13.361352237654321,49.22000677390422,13.545562199931412,49.89854174816966,0,68.99407900377228,81.93891631214774,71.33083633401921,84.32167164425691,69.58439964849109,82.65093563697138,0,35.39627271947874,66.87340853786277,34.53731031378601,65.04528230924367,32.83713777434842,62.305456738362864,0,harmonense
13.138373702422145,48.93422166491984,13.940968858131487,51.87872579452186,13.343529411764706,49.68239871292054,0,68.01923875432526,79.75654767043991,75.56885813148789,88.0258081792682,70.07532871972319,82.05025192620411,0,55.19882352941176,91.97577828429242,54.57674740484429,91.56971643489574,49.83993079584775,85.75641118603943,0,freii
10.55498798076923,39.12639158997048,11.694526627218934,43.23578805472578,11.728966346153847,43.40317139400578,0,63.856878698224854,76.37718800327012,71.07971985946746,83.59818744735949,67.25342085798816,79.24871457844738,0,49.645317122781066,83.56257293981005,49.247989090236686,82.87663940813668,48.4871024408284,81.57255370646362,0,mononematosum
13.146424489795919,48.170385396528644,14.19218775510204,51.992590863364754,14.999077551020408,54.947597217512026,0,86.26097959183673,98.90783846631271,90.35745306122449,103.46977465965502,94.39705306122448,108.08380039595903,0,44.247020408163266,76.76211678139833,42.18248163265306,73.05587522253818,41.1870693877551,72.49480764620145,0,Eupenicillium egyptiacum
