r_mean_center,r_std_center,g_mean_center,g_std_center,b_mean_center,b_std_center,dominant_gray_bin_center,r_mean_middle,r_std_middle,g_mean_middle,g_std_middle,b_mean_middle,b_std_middle,dominant_gray_bin_middle,r_mean_border,r_std_border,g_mean_border,g_std_border,b_mean_border,b_std_border,dominant_gray_bin_border,label
11.55969249570617,42.67115119487514,12.22384892323953,45.02235233741576,12.812673404676971,47.202899343951565,0,60.81331747919144,72.22911358818533,62.80630697582243,74.58655073267005,59.020759017043204,71.29422853095318,0,36.461124322896026,69.10339456228174,36.89812062359625,69.44229941931583,34.78594431232659,67.8281671522999,0,flavigenum
6.868397934669583,26.588765464120193,11.257879450679479,41.72056642518018,12.164527232959232,44.86017817967315,0,66.35242389472552,78.89510723456081,76.64890279321597,89.69042805750708,76.04798486858618,88.83277732282814,0,45.3126591129119,75.7285300502336,45.40370755494998,75.92226718339083,39.835652049195026,68.29246369668401,0,neoechinulatum
6.006996,23.411249156261132,7.74516,30.09780657423826,7.17308,29.479591776607375,0,54.255868,69.5374340595158,58.034292,72.47523066581773,53.166452,69.33739032959755,0,40.410088,79.34904155588688,37.973124,74.70842159817619,37.0615,73.11864472043666,0,venetum
11.59041909238192,42.48873162236139,12.451036158735246,45.49601730688042,12.530403781445282,45.77717137634284,0,63.22536452491588,78.04339547505819,66.35032224180598,81.3838414836222,64.8892939165732,79.76746042450436,0,29.594046538126012,67.84643787831759,28.304091224696897,65.34912348134678,24.69087485979811,58.893756132849965,0,hirsutum
13.193021120293848,48.74453775016447,14.472093663911846,53.34739554559027,14.32939393939394,52.79798074292656,0,81.86258953168044,94.77764417110293,83.24032139577594,96.44942158101456,79.86356290174471,92.95564267049284,0,44.0264738292011,77.37700680178382,43.20982552800734,76.93227039758295,38.628089990817266,72.59057344015969,0,freii
12.679565217391305,47.757746293180084,12.99147448015123,48.84924054278097,12.694120982986767,47.7414162697757,0,84.02039697542533,99.53184337104501,85.82567107750472,101.40683436311726,87.57686200378072,103.42879384668265,0,51.581209829867674,85.69671718864936,51.4454820415879,86.36578732698695,50.28478260869565,85.25728666282804,0,entromorphobium
6.25657262183763,24.296934210443546,8.559623069527072,33.082819656229645,8.42810678444805,34.01431822100587,0,52.88800252388678,68.88065800902294,57.51211991466859,73.48130273201173,53.08686752599002,70.51522914666499,0,36.71270506580134,76.03649423693834,33.97261657953248,70.55188678124617,32.657404903551466,68.46522871259263,0,venetum
9.91928858864494,38.49408099602839,10.547757553011822,40.443680445251,10.306983799336962,39.81334469140173,0,51.28072287900586,71.17493064717632,54.860720168470216,74.99537569915195,51.17317195221117,71.15400837039773,0,34.17826463167991,77.83608965701715,33.832488897229,76.9186269498151,33.74253038927462,77.03617006609969,0,flavigenum
8.088526514252894,30.87805276968117,8.498526639113985,32.24566867724748,8.241415799922587,31.42112187714513,0,43.38609546879097,62.64125295005923,44.993020264955234,64.6375120277456,42.342188065776824,61.29715473603609,0,27.170038956660715,65.9611051508946,27.732450773514465,66.25159586682209,27.708911336138545,66.32252036683498,0,harmonense
16.084442071356044,59.317820541412146,16.41570673295753,60.5150980469996,16.518451734883232,60.88194435946136,0,88.53334091943559,102.059647768926,88.9212737649242,102.54379969661527,87.31668183887119,100.91655537193715,0,54.079837890830156,91.82386519366271,51.95631280417352,88.75992703277272,48.105257168866636,85.05411218716729,0,freii
7.460922751282394,28.169331629619226,8.127319273087851,30.369748465194967,8.021643370645107,30.146387894526807,0,31.761751301462596,51.09147301879211,34.55695924944223,54.99856011418797,31.857077477546195,50.75466949161604,0,25.23764325623081,65.67612997843757,25.89056749489903,66.46966920779384,26.226654716729275,67.65316098512456,0,mononematosum
