contrast_3_0,contrast_3_45,contrast_3_90,contrast_3_135,contrast_5_0,contrast_5_45,contrast_5_90,contrast_5_135,dissimilarity_3_0,dissimilarity_3_45,dissimilarity_3_90,dissimilarity_3_135,dissimilarity_5_0,dissimilarity_5_45,dissimilarity_5_90,dissimilarity_5_135,homogeneity_3_0,homogeneity_3_45,homogeneity_3_90,homogeneity_3_135,homogeneity_5_0,homogeneity_5_45,homogeneity_5_90,homogeneity_5_135,energy_3_0,energy_3_45,energy_3_90,energy_3_135,energy_5_0,energy_5_45,energy_5_90,energy_5_135,correlation_3_0,correlation_3_45,correlation_3_90,correlation_3_135,correlation_5_0,correlation_5_45,correlation_5_90,correlation_5_135,ASM_3_0,ASM_3_45,ASM_3_90,ASM_3_135,ASM_5_0,ASM_5_45,ASM_5_90,ASM_5_135,label
1236.485318476075,944.7917013229904,892.6113725342348,1085.5678449902623,1765.5883145988075,1900.638388735081,1665.2506456028862,2050.952947060741,22.298712543290343,19.88417769375655,18.587882096069205,20.16368620037268,26.784729606571226,28.342336103417736,25.610284065024345,27.737957833180797,0.2218192448879963,0.2224015047453775,0.2303784724590313,0.2308357193977056,0.2008295993773791,0.1864481998638548,0.2039453386581742,0.1958132739507143,0.1424988692069408,0.1405986640037935,0.1427433879329808,0.1401066813087331,0.1335412332933777,0.1267335057587523,0.134652924410268,0.125739446708883,0.8610723685457697,0.893448135906539,0.8998781656996951,0.8775716622810404,0.7994206494263669,0.7812157591974178,0.8115917408026487,0.763912911522773,0.0203059277252568,0.0197679843196516,0.0203756747985854,0.0196298821473469,0.0178332609895163,0.0160613814819037,0.0181314100522373,0.015810408458656,flavigenum
894.3695768107729,681.3116496599215,604.2419456033383,733.5378086420412,1391.291386016914,1417.6743359996303,1118.9577680804746,1504.0921599995838,19.709226087773445,17.216096623835657,15.719217617717955,17.562185059209927,24.69741959966608,25.147103999993156,21.57115074471697,25.085695999993074,0.2450800943845137,0.2525005075350859,0.268682999077598,0.257765618165993,0.2179555686024028,0.2105059106434461,0.2395090217949221,0.2167998187154598,0.145828785849026,0.1431541571055671,0.1454978273195584,0.1439018114079132,0.1375272273690192,0.1299027653592811,0.1370096690032579,0.1310167676596694,0.9359205731846848,0.9509847080897236,0.9567334614613264,0.9472274254583012,0.8996865100001612,0.8965862449409938,0.91941175024776,0.8902824052953656,0.021266034782201,0.0204931126966054,0.021169617754712,0.0207077313264786,0.0189137382678099,0.0168747284479884,0.0187716494003822,0.0171653934079878,neoechinulatum
2090.7738742744205,1727.120355232462,1719.1769526774044,1833.09144619568,3215.112174821213,3379.153100187591,2883.836804388777,3427.578846879439,29.893865393872773,27.394136444718463,26.88887038887711,27.76579221166225,37.37702011718813,39.28742911151396,35.5368753032446,38.76965973533226,0.2103759936103816,0.2119463452680632,0.2177073074861097,0.2171700103773359,0.185948069748672,0.1741315701246053,0.1913763458857833,0.1810186685247823,0.1369742144324213,0.1345437547773674,0.1373685279662225,0.134788893956699,0.1292461901474864,0.1216881049942254,0.1300543695915518,0.1216587533622837,0.7711580034695875,0.8106715047985152,0.8118847583163369,0.7990548579758912,0.6466729095057696,0.6272012060212225,0.68355706378152,0.62185872539694,0.0187619354193789,0.0181020219495923,0.0188701124756068,0.0181680459340702,0.0167045776676402,0.0148079948970856,0.0169141390498559,0.0148008522696649,venetum
403.8349893909309,281.24943771628773,289.3693612103361,356.8587975778792,749.1701025561491,723.150336122646,599.7467506551199,858.6088459787228,10.39608238886417,9.027171280277493,8.933162552399535,9.414852941177196,14.408879518282331,14.492673575854592,12.877470630087496,14.87655369209706,0.2957581727279419,0.3067636637689236,0.3119463773843801,0.3058815832204369,0.2611609533699427,0.2552547881358475,0.2739655833723582,0.256060274670864,0.1824963162643435,0.1800478578268913,0.1814804832107533,0.1799347748345844,0.1757382986566036,0.1682065268674991,0.1740462907008906,0.1679230539694977,0.968414989693315,0.9778909753030498,0.9773471123433602,0.971947321804308,0.940953164660163,0.9421855881989816,0.9526655952931667,0.9313559533643126,0.0333049054500553,0.0324172311080524,0.0329351657864085,0.0323765231947725,0.0308839496147176,0.0282934356808267,0.0302921113067389,0.0281981520544428,hirsutum
507.9496571633755,387.9019109130604,336.9515185473047,392.539618579583,918.4633048563966,951.1693896841572,688.8201460161017,946.3552621426652,13.254962107539264,11.206304298127504,10.752160534861028,11.763460219481413,17.93214265237056,17.591769221866734,15.482053781319731,18.449683654179665,0.2553443324369521,0.2668624183654063,0.2682642555654783,0.261465976388215,0.2319880786904198,0.2265573386046906,0.2399439057098076,0.2243042420254636,0.1671409056003879,0.1651635279538211,0.1671451117785033,0.1651817004503623,0.1600968451386525,0.1530634074436773,0.1598274485513757,0.1531936323517001,0.957762421095001,0.9676790382390512,0.9719896981062692,0.9672926127847592,0.9233460295060552,0.9201669206248352,0.9425529754510824,0.9205709775996432,0.0279360823249178,0.0272789909661526,0.0279374883914483,0.0272849941636732,0.0256309998233496,0.0234284066982691,0.0255448133104426,0.0234682889931078,echinulatum
836.1671344796325,595.335282430559,532.9401408451521,673.4830868669762,1377.3768110449823,1308.1908035718368,1007.0148669794164,1425.761313775938,18.23414866422813,15.52277299934808,14.517630695203888,16.132349982397688,23.8682290877797,23.74095663266222,20.386465747887545,24.040854591845974,0.2359087780703671,0.2443760737271026,0.2496537248004795,0.2415807069922797,0.2120772252719984,0.2062358350744954,0.2217100921928377,0.2055786939767166,0.1591469526928843,0.1571969629962596,0.1593466794683351,0.1569098994087709,0.1516200270076915,0.1437046180039307,0.1514913067131972,0.1438094440838178,0.9296152503505624,0.9496963917925308,0.9551432925955654,0.9430931941446462,0.8834275601636193,0.8881147688279543,0.9147764667687048,0.8780593520819535,0.0253277525514311,0.0247108851752474,0.0253913642575843,0.0246207165324706,0.0229886325898131,0.0206510172356556,0.022949616009672,0.0206811562076967,freii
417.2246027171661,339.1061484343993,320.91354466858144,335.72794457655795,855.2619792959501,895.7695128468855,659.139527950238,890.843721808105,11.95830382873584,10.223634231734607,9.86160559901166,10.616767406526565,17.57792132504909,17.271851715723322,14.671519668735396,17.967648434624895,0.282239461988741,0.2957312986471284,0.2987115596303898,0.2915000546048459,0.2493568549589754,0.2491872098823807,0.2636178551224657,0.2440235566648212,0.1702037999025204,0.1684277197880417,0.1700338945410697,0.1684842352862094,0.1633438833644879,0.157525896597884,0.1633672857779154,0.1572372340502786,0.9740618550472248,0.978816873442592,0.9800638462576284,0.979027901523868,0.946364643702812,0.9430145852857252,0.9587165647127572,0.943327945185938,0.0289693335012572,0.0283678967929991,0.0289115252928036,0.0283869375399787,0.0266812242325914,0.0248144080989672,0.026688870062443,0.024723547771782,entromorphobium
2211.726123139758,1913.9317831351732,1828.815348253232,1883.1052268491328,3384.8939171569136,3761.97679751877,3127.609589041901,3622.477954543704,31.51175662570175,29.71727132538909,28.61560681962904,29.07945783622407,38.88776092629855,42.30973140493856,37.89094096543554,40.65229338841046,0.1995105615078932,0.1968625810404209,0.2023410858377879,0.2039348602730536,0.180547983355346,0.1651886047974249,0.1788403496412904,0.1728317195194923,0.1380230890979041,0.136597561022974,0.1380662817019577,0.1357848067829782,0.1304349662076613,0.1226630950543595,0.1294042470118316,0.121950376888237,0.7581906197727588,0.7902161709250402,0.8000304385710186,0.793595033783096,0.6280481563492445,0.5847614307033591,0.6567358411890797,0.6001590004102547,0.0190503731241279,0.0186588936774251,0.0190622981430043,0.0184375137530907,0.0170132804095937,0.0150462348883148,0.0167454591446991,0.014871894423183,venetum
1664.0520589922046,1317.7642159126144,1255.04776862649,1430.740593259478,2510.881874395519,2610.65876341224,2249.9407729463264,2698.630609289072,25.803102853855616,22.574965373961906,20.71909595862623,23.192347645429702,30.7946086956446,31.35274884486919,28.114801932360347,31.527586341932764,0.2014684789886995,0.2035803255230306,0.2133695663805387,0.2023957843221119,0.1842002421812004,0.1741953725934171,0.1895143322272328,0.1756791236692973,0.1378553582834015,0.1352173873851161,0.1375098096240397,0.1356966260620643,0.1297397269229112,0.1210270425624754,0.1280541365480872,0.1208934030168744,0.8258684843081375,0.8612110950342373,0.8686433348464305,0.8493122534132359,0.733320785677579,0.7166677524398366,0.7609952532764254,0.7071202538683575,0.019004099807445,0.0182837418512565,0.0189089477428396,0.0184135743246277,0.0168323967420315,0.0146475450314192,0.0163978618870761,0.0146152148930004,flavigenum
241.29172681137985,196.44223902545264,216.2820765040501,230.6794324255481,520.1716732172077,559.5502816006682,448.2239203162245,643.7646632577569,8.059746926803275,6.930850194871916,6.348930201155881,6.981808210228338,11.933534531160165,12.054275850695571,9.4373186880015,11.948434112548652,0.3315876601368072,0.3479698291713631,0.3633226148473088,0.3496172067942446,0.2978373670686696,0.2948072958464302,0.3235634794843939,0.2969912636376736,0.2137214584489488,0.212950149495181,0.2162841091151439,0.2128828861336844,0.2067219169913008,0.20273580692783,0.2109049266911769,0.2027269957547006,0.9779983226120332,0.982058183534618,0.9802847219528952,0.978931170508711,0.9524176731048952,0.9485480382293052,0.959003880874612,0.940804328167782,0.0456768618015457,0.0453477661700199,0.0467788158557315,0.0453191232086072,0.0427339509645582,0.0411018074106783,0.0444808881026107,0.0410982348077264,harmonense
