GLRLM_ShortRunEmphasis_0,GLRLM_ShortRunEmphasis_45,GLRLM_ShortRunEmphasis_90,GLRLM_ShortRunEmphasis_135,GLRLM_LongRunEmphasis_0,GLRLM_LongRunEmphasis_45,GLRLM_LongRunEmphasis_90,GLRLM_LongRunEmphasis_135,GLRLM_GrayLevelNo-Uniformity_0,GLRLM_GrayLevelNo-Uniformity_45,GLRLM_GrayLevelNo-Uniformity_90,GLRLM_GrayLevelNo-Uniformity_135,GLRLM_RunLengthNonUniformity_0,GLRLM_RunLengthNonUniformity_45,GLRLM_RunLengthNonUniformity_90,GLRLM_RunLengthNonUniformity_135,GLRLM_RunPercentage_0,GLRLM_RunPercentage_45,GLRLM_RunPercentage_90,GLRLM_RunPercentage_135,GLRLM_LowGrayLevelRunEmphasis_0,GLRLM_LowGrayLevelRunEmphasis_45,GLRLM_LowGrayLevelRunEmphasis_90,GLRLM_LowGrayLevelRunEmphasis_135,GLRLM_HighGrayLevelRunEmphasis_0,GLRLM_HighGrayLevelRunEmphasis_45,GLRLM_HighGrayLevelRunEmphasis_90,GLRLM_HighGrayLevelRunEmphasis_135,GLRLM_Short owGrayLevelEmphasis_0,GLRLM_Short owGrayLevelEmphasis_45,GLRLM_Short owGrayLevelEmphasis_90,GLRLM_Short owGrayLevelEmphasis_135,GLRLM_ShortRunHighGrayLevelEmphasis_0,GLRLM_ShortRunHighGrayLevelEmphasis_45,GLRLM_ShortRunHighGrayLevelEmphasis_90,GLRLM_ShortRunHighGrayLevelEmphasis_135,GLRLM_LongRunLowGrayLevelEmphasis_0,GLRLM_LongRunLowGrayLevelEmphasis_45,GLRLM_LongRunLowGrayLevelEmphasis_90,GLRLM_LongRunLowGrayLevelEmphasis_135,GLRLM_LongRunHighGrayLevelEmphasis_0,GLRLM_LongRunHighGrayLevelEmphasis_45,GLRLM_LongRunHighGrayLevelEmphasis_90,GLRLM_LongRunHighGrayLevelEmphasis_135,label
0.9577394450909846,0.9583852592804395,0.9446618572192884,0.9618647747686923,1.4953837973704562,1.3956932647445868,1.5403166330694724,1.335493058027768,294.38244392884764,300.8096901543247,289.35129554058705,301.0187492583363,37203.83449342614,37615.261179566936,35341.70559024534,38252.40282425537,0.6993914807302232,0.706473968897904,0.6875929682217715,0.7122210953346856,132202242846094.36,178250986960162.7,134716554402871.33,174676634626794.8,18688.42493232792,18633.925517406387,18672.10629824475,18535.173632372138,132202242846094.36,178250986960162.7,134716554402871.33,174676634626794.8,18119.41394520948,18141.46741264447,17876.427532569942,18070.30599293769,1.0,1.0,1.0,1.0,21967.673796403713,21266.440076564184,23043.806553911207,20863.074569835055,flavigenum
0.9459704257321035,0.9472464259583995,0.9357755530222936,0.9480021322886414,1.8044722006831946,1.6729786221311644,2.1985662928120897,1.5996043847358443,268.39078315904186,279.39154818815837,259.1548231545864,279.69220308250226,41720.47892784542,42350.19157302208,39549.69287236562,42616.01565977087,0.7367145283310175,0.7460398332561371,0.7171993206731512,0.7492975142813031,130142297294465.28,176320854286955.97,134544593460056.4,185032555839446.12,26110.58492780351,26176.1566399702,25927.289518437992,26024.846225171023,130142297294465.28,176320854286955.97,134544593460056.4,185032555839446.12,24570.33754804755,24742.220521829833,24174.64888885572,24583.302100347497,1.0,1.0,1.0,1.0,48626.025127313114,45555.68533349889,67891.32428476094,44761.99313854776,neoechinulatum
0.9578702400123997,0.9607809470312672,0.9537963244120866,0.9620573736981546,1.4896677136716812,1.3870726869676817,1.5576630176106616,1.351286696395392,223.80797298254728,232.14502391786257,220.9142313184198,234.62704384986995,38099.14661219092,38821.42221444406,37405.33117563065,39112.09039390561,0.7096195743254566,0.7182001005530417,0.7042064689123513,0.7215686274509804,136976595895425.45,189942830474857.06,144930985245121.38,189520624303233.0,14155.335474576672,14069.050519192626,14156.349190861494,14004.739827201784,136976595895425.45,189942830474857.06,144930985245121.38,189520624303233.0,13833.761309971307,13789.796940169614,13771.447483861775,13739.83613260345,1.0,1.0,1.0,1.0,15974.65585811114,15449.518725936297,16450.45585435507,15441.915389260497,venetum
0.9190834478746133,0.9307633222040262,0.9053200025611304,0.9298757000268901,1.6479158779203966,1.436415979528007,1.7215689693829253,1.4318009388780881,590.2356957047423,613.2552838593498,573.4642385590793,609.4484328322823,66504.89719226683,70551.6914510473,62903.8961660148,70341.67613447769,0.9388946221763559,0.9678706570347437,0.9205595688567825,0.9672743951381723,89153771937323.67,122381764761633.97,95662788669938.47,123761202522642.14,29063.35386719752,29175.791891763813,28820.30907301761,29146.58014841861,89153771937323.67,122381764761633.97,95662788669938.47,123761202522642.14,26354.289361902378,26898.709015243778,25608.682060351646,26849.743023697793,1.0,1.0,1.0,1.0,47156.79417691528,41654.03224812814,50479.51448643531,41816.49675186116,hirsutum
0.9429030618786937,0.9503807389951208,0.9284539041149485,0.9469942110529833,1.416605650516323,1.3031171667535304,1.4951417474224808,1.3130226703391203,473.64382558638624,484.20398084034446,460.4953869182033,481.90065680421753,68345.30570353725,70845.60405033133,64411.80774739668,69914.6360033401,0.9528930590641165,0.9693973294839409,0.9322386623361001,0.965199085769277,91145504582523.3,121609212518303.42,93681045717898.75,121390380996298.47,20749.06405433383,20717.98239148239,20618.227544292036,20751.54341513267,91145504582523.3,121609212518303.42,93681045717898.75,121390380996298.47,19505.003169082822,19639.493426638237,19043.790759848715,19610.940296566856,1.0,1.0,1.0,1.0,28091.413298154366,26430.10457151366,30515.57455127295,26551.355397135983,echinulatum
0.9512769434975022,0.9566739829486234,0.9416298865539329,0.9557935260838485,1.410999835823346,1.3016334642043528,1.5176897237495195,1.3141534177379142,348.2409456575275,356.0823841145202,343.18784364189383,356.34187093222806,53789.51590871778,55369.97154767098,51541.32227551515,55140.47242819674,0.8410660038663352,0.8546396023198012,0.826249654791494,0.8528859431096382,107207355114102.78,142019291357665.66,104951785684442.73,140368487517404.39,23240.284682318175,23249.308726350315,23161.52220198205,23156.48254703235,107207355114102.78,142019291357665.66,104951785684442.73,140368487517404.39,22137.124418088853,22338.195729141946,21814.183527857436,22183.40230977834,1.0,1.0,1.0,1.0,30123.625299622392,28212.207535585607,32937.616942694316,28938.1686526568,freii
0.9209154851420369,0.9329007756565234,0.9087799531270833,0.9308432697528644,1.6308120553970926,1.4126452214245293,1.7104520432916588,1.444935247465114,867.6523935530431,900.1694277693323,847.3218884120172,898.1451996118194,71257.36044766716,75740.77807614207,67793.36956521739,74967.55003402157,0.9781176470588235,1.0097591036414566,0.9607170868347339,1.0044705882352942,86600914120760.16,118618302060563.02,88169434596006.72,116900355832189.98,39144.27894429362,39006.97670909111,39065.90596426572,39073.789523586434,86600914120760.16,118618302060563.02,88169434596006.72,116900355832189.98,36144.07324559277,36571.09547183571,35551.48503527825,36564.628551555514,1.0,1.0,1.0,1.0,56847.38676014067,51225.78735255934,60151.88502985632,52000.087028299255,entromorphobium
0.9646926564767083,0.9681216673149047,0.9610854656329951,0.971260877775652,1.4075409419829885,1.314373134702681,1.421755530635131,1.2668244674224491,198.48300114256696,205.49773029368245,198.67249464777245,206.87870935592375,36043.055960391015,36788.44538911043,35554.55714140076,37326.842132801794,0.6895133053221288,0.6980567226890756,0.6869047619047619,0.7026435574229691,136346324742922.44,186341634690141.2,142471199918442.25,181387816120593.0,14538.557293385807,14489.527324254508,14515.479737995718,14400.584876043353,136346324742922.44,186341634690141.2,142471199918442.25,181387816120593.0,14224.3801706179,14255.184325277149,14156.389798583716,14170.02867211356,1.0,1.0,1.0,1.0,16125.69914942237,15576.071552178166,16427.418671628096,15447.042406876792,venetum
0.9662135936772233,0.9683077438986731,0.955889650632168,0.9688805291571121,1.372141968812781,1.262196132269747,1.4377564647323056,1.2844362397046294,333.844063905099,340.4579970175397,329.27718829671,340.69274827227116,38369.25351573711,38958.26906052501,36780.48923151633,39024.13845498438,0.7129070758738278,0.7203239556692242,0.7022165387894288,0.7204092071611253,134411173825695.97,181788055956635.97,137914289182954.95,184369970652276.8,22387.358629101695,22294.022983880513,22334.08316134515,22292.55635236202,134411173825695.97,181788055956635.97,137914289182954.95,184369970652276.8,21811.749737415896,21806.939908619413,21503.2549145185,21817.249078939065,1.0,1.0,1.0,1.0,24960.09152874773,24357.98894596066,26331.558407187084,24387.771490106978,flavigenum
0.9123676287921223,0.9222416312313092,0.8866742047542975,0.921897595873602,1.6475507662503892,1.4690914912081152,1.884365232787122,1.477691483889465,707.2632407375377,729.4138883974083,680.3041498798576,725.9697352998221,92240.9528660878,96991.41147873855,82636.16679012122,96826.10951453363,1.0900075414781296,1.1188631221719456,1.0435708898944194,1.1179015837104072,88646348635278.66,116775775345651.23,84009322324799.9,119237353166873.27,19115.678624554606,19282.428615962726,19071.157287131216,19209.822181183434,88646348635278.66,116775775345651.23,84009322324799.9,119237353166873.27,17151.369503438906,17567.563468114608,16604.07061888436,17460.04070350879,1.0,1.0,1.0,1.0,33039.829626042134,29288.63635214721,37728.913804628646,29694.286591278975,harmonense
